"MASCARA","ANO","CODMUNIC","UF","SIGLA","MUNIC","DEP","LOC","CODFUNC","NOME_CUR","GRD_COD","AREA_COD","SUBAREAC","VEP111","VEP112","VEP113","VPE114","VEP115","VEP116","VEP117","VEP121","VEP122","VEP123","VEP124","VEP125","VEP126","VEP127","VEP118","VEP119","VEP128","VEP129","DEP131","DEP132","DEP133","DEP134","DEP135","DEP136","DEP137","NEP141","NEP142","NEP143","NEP144","NEP145","NEP146","NEP147","DEP138","DEP139","NEP148","NEP149"
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,10,2,4,3,,,8,13,,,,,,,,,,,2,3,,1,,,3,3
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,2,12,21,48,50,,,,10,11,36,18,21,112,11,64,,,,,,,,,,,,,,,,,,
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,4,2,5,1,4,2,,4,8,26,8,3,,11,7,36,13,,,,,,,,,,,,,,,,,,
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM SECRETARIADO,D,D13,D1303,,,,,,,,,,,6,2,5,,,,,13,,,,,,,,,,2,3,1,4,,,,,10
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,,5,13,5,11,4,,,26,12,,,,,,,,,,,,,,,,,,
23006663,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Processamento de Dados,D,D12,D1201,,,2,5,,,,,,,,,,,7,,,,,,1,6,,,,,,,,,,,5,2,,
23008459,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
23008441,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO DE ADMINSTRAÇAO,D,D13,D1301,,9,7,1,,,,,,,,,,,4,13,,,,,,,,,,,,,,,,,,,,
23008441,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ARTES GRÁFICAS,D,D16,D1601,,37,25,1,,,,,,,,,,,41,22,,,,,22,2,,,,,,,,,,,5,19,,
23008441,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA INDUSTRIAL,D,D12,D1201,,9,8,1,,,,,,,,,,,16,2,,,,,18,5,,,,,,,,,,,19,4,,
23008441,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM QUÍMICA,B,B05,B0502,,11,6,,,,,,,,,,,,8,9,,,,,24,,,,,,,,,,,,5,19,,
23008441,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM SECRETARIADO,D,D13,D1303,,,,,,,,,,,,,,,,,,,,,21,2,,,,,,,,,,,2,21,,
23006721,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,10,2,5,3,,,8,14,,,,,,,,,,,7,1,3,1,,,6,6
23007147,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO DE CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,9,6,2,1,,,5,15,,,,,,,,,,,3,3,,2,,,4,4
23009850,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,GESTAO EMPRESARIAL,D,D13,D1301,,,,,,,,,1,8,6,1,,,,,8,8,,,,,,,,,,,,,,,,,,
23009850,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,INFORMATICA,D,D12,D1201,,,,,,,,,,6,8,2,1,,,,10,7,,,,,,,,,,,,,,,,,,
23008460,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,,5,3,2,1,,,7,4,,,,,,,,,,,2,,2,,,,1,3
23008460,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,3,,,,,,,2,1
23006089,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Administração,D,D13,D1301,,,,,,,,,,4,29,6,5,1,,,16,29,,,,,,,,,,,,,,,,,,
23006089,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Contabilidade,D,D13,D1302,,,,,,,,,,10,70,46,32,26,,,104,80,,,,,,,,,,4,15,17,7,5,,,31,17
23006089,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Desenvolvimento de Sistema,D,D12,D1201,,,,,,,,,2,3,12,8,4,2,,,20,11,,,,,,,,,,,,,,,,,,
23006089,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Turismo,D,D09,D0902,,,,,,,,,,4,12,6,1,3,,,11,15,,,,,,,,,,,,,,,,,,
23006089,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Ténico em Hotelaria,D,D09,D0901,,,,,,,,,3,6,19,11,9,4,,,19,33,,,,,,,,,,,,,,,,,,
23006176,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,CURSO TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,12,14,11,9,3,,,17,32,,,,1,5,10,5,,,12,14,11,9,3,2,19,17,32
23010742,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO ELETROTÉCNICA,B,B03,B0307,,,,,,,,,,1,12,10,9,7,,,39,,,,,,,,,,,,2,5,5,1,,,13,
23010742,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM ELETRÔNICA,B,B03,B0307,,23,7,1,,,,,6,11,15,9,5,,31,,45,1,,,16,6,,,,,,6,15,18,10,5,22,,52,2
23010742,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM MECÂNICA,B,B03,B0306,,,,,,,,,,2,1,,3,,,,6,,,,,,,,,,,1,5,2,5,,,,13,
23010742,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM TURISMO,D,D09,D0902,,22,8,,,,,,6,5,,,,,10,20,,11,,1,22,5,,,,,,,,,,,3,25,,
23010742,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO INFORMÁTICA,D,D12,D1201,,58,19,3,,,,,26,24,18,9,6,,49,31,71,12,,,25,8,,,,,,14,26,6,4,1,16,17,31,20
23007151,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Informática,D,D12,D1201,,35,7,,,,,,,,,,,,29,13,,,,,,,,,,,,,,,,,,,,
23007153,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB. PROF. TEC. NIVEL MEDIO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,16,6,2,,,,,6,18,,,,,,,,,,1,7,3,1,1,,,6,7
23007153,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB. PROF. TEC. NIVEL MEDIO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,6,13,2,2,,,,8,15,,,,,,,,,,2,10,4,2,,,,8,10
23007153,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB. PROF. TEC. NIVEL MEDIO EM INFORMATICA,D,D12,D1201,,,,,,,,,,8,6,3,,,,,14,3,,,,,,,,,,6,5,,,,,,8,3
23007153,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB. PROF. TEC. NIVEL MEDIO EM PUBLICIDADE,D,D15,D1501,,,,,,,,,,4,,,,,,,3,1,,,,,,,,,,,7,,1,,,,1,7
23007466,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO DE INFORMÁTICA,D,D12,D1201,,,,,,,,,63,18,2,,,,,,59,24,,,,,,,,,,14,3,,,,,,16,1
23008417,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,61,64,2,1,,,,,,,,,67,61,,,,,1,40,12,2,,,,,,,,,28,27,,
23008417,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO DE COMÉRCIO EXTERIOR,D,D13,D1301,,,9,9,3,,,,,,,,,,6,15,,,,,,7,,,,,,,,,,,2,5,,
23008417,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM SECRETARIADO,D,D13,D1303,,,4,9,3,1,1,,,,,,,,1,17,,,,,,6,2,2,1,,,,,,,,,11,,
23007155,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,4,14,,1,,,,,,,,,,,9,10,,,,,,,,,,,,,,,,,,,,
23006449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,6,68,25,22,7,,,,,,,,24,104,,
23006449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,2,12,12,4,4,3,,,16,21,,,,,,,,,,3,14,2,5,1,,,14,11
23006449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,1,31,65,41,20,26,,6,18,7,1,,,31,153,7,25,,3,7,12,4,16,6,,,25,9,1,1,1,3,45,9,28
23006449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,22,5,1,,1,,,1,7,11,2,2,1,23,6,18,6,,,24,6,,,,,,2,7,3,1,1,21,9,11,3
23006449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM MUSICA,D,D16,D1601,2,3,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23006356,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,3,8
23006356,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,3,3
23006356,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM PROCESSAMENTO DE DADOS,D,D12,D1201,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,7,,,,9,,8,4
23006356,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM PRÓTESE DENTÁRIA,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3
23008620,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Normal,D,D17,D1701,,,,,,,,,,,7,15,42,30,,,11,83,,,,,,,,,,,,2,14,13,,,4,25
23009262,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Administrção de Empresas,D,D13,D1301,,,,,,,,,39,14,5,1,1,1,,,29,32,,,,,,,,,,13,2,,1,,,,4,12
23009262,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Processamento de Dados,D,D12,D1201,,,,,,,,16,72,37,4,,1,,,,105,25,,,,,,,,,,42,5,1,,,,,40,8
23009262,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Publicidade e Propaganda,D,D15,D1503,,,,,,,,,35,17,4,,,,,,24,32,,,,,,,,,,17,3,,,,,,8,12
23006450,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ARTES CÊNICAS MODALIDADE ATOR,D,D16,D1601,,,,,,,,3,2,3,1,,,,,,1,8,,,,,,,,,,,,,,,,,,
23012536,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Administração,D,D13,D1301,,,,,,,,,,4,3,,,,,,,7,,,,,,,,,,1,14,5,1,,,,11,10
23012536,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Contabilidade,D,D13,D1302,,,,,,,,,1,2,12,,,,,,8,7,,,,,,,,,,1,9,4,6,2,,,10,12
23008533,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,TÉCNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,,3,14,12,10,1,,,29,11,,,,,,,,,,,,,,,,,,
23009119,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,5,794,61,1,,,,,236,117,70,14,10,2,489,372,307,142,,1,139,8,,,,,,138,89,19,13,3,71,77,170,92
23008461,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,,,,,,,,12,39,68,,,,,,84,35,,,,,,,,,3,13,8,3,1,2,,,17,13
23008461,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM ELETRONICA,B,B03,B0307,,,,,,,,,10,17,78,,,,,,103,2,,,,,,,,,1,13,22,3,4,7,,,50,
23008461,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM ELETRÔNICA,B,B03,B0307,,,,,,,,,10,17,78,,,,,,103,2,,,,,,,,,1,13,22,3,4,7,,,50,
23008461,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,,,,,,,,12,39,68,,,,,,84,35,,,,,,,,,3,13,8,3,1,2,,,17,13
23008461,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM NUTRICÃO,D,D14,D1401,,,,,,,,,3,15,30,,,,,,3,45,,,,,,,,,3,13,8,3,1,2,,,17,13
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Curso Normal,D,D17,D1701,,,1,,3,2,,,,1,1,,4,1,,6,,7,,,,1,2,,,,,,11,8,9,4,,3,,32
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Técnico em Contabilidade,D,D13,D1303,,,,,,,,,,1,5,,2,1,,,2,7,,,1,1,2,1,1,,,,11,1,1,,2,4,6,7
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Técnico em Eletrotécnica,B,B03,B0307,,,2,1,6,8,2,,3,2,7,5,7,5,19,,29,,,,1,2,3,2,,,,1,9,1,5,2,8,,18,
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Técnico em Enfermagem,D,D14,D1401,,2,5,7,2,5,1,,4,15,26,12,11,2,4,18,15,55,,,1,5,3,2,,,1,8,20,7,7,4,3,8,6,41
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Técnico em Protese Dentária,D,D14,D1401,,,1,5,4,,1,,3,5,12,6,8,2,2,9,13,23,,,,4,1,,,,2,1,5,3,3,,1,4,7,7
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Técnico em Publicidade,D,D15,D1503,,1,1,,,,,,,,,,,,,2,,,,,,1,,,,,,,2,,,,,1,1,1
23006815,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,Técnico em Telecomunicações,D,D11,D1101,,,,,,,,,,11,23,5,6,,,,42,3,,,,,,,,,,,,,,,,,,
23006080,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,AUXILIAR TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,8,24,16,4,2,,,8,46,,,,,,,,,,,,,,,,,,
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO ASSISTENTE ADMINISTRATIVO,D,D13,D1301,,,,,,,,,,6,26,4,4,1,,,16,25,,,,,,,,,,,,,,,,,,
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,4,17,6,7,4,,,18,20,,,,,,,,,,3,12,5,4,3,,,10,17
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM EDIFICAÇÕES,B,B06,B0601,,,,,,,,,1,2,6,,4,4,,,9,8,,,,,,,,,,,,,,,,,,
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM ELETROTÉCNICA,B,B03,B0307,,,,,,,,,,5,33,16,19,7,,,80,,,,,,,,,,,1,9,8,11,8,,,37,
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM ELETRÔNICA,B,B03,B0307,,,,,,,,,5,8,21,15,13,2,,,64,,,,,,,,,,,,14,3,3,1,,,21,
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,,,,,,,,6,17,13,3,1,1,,,33,8,,,,,,,,,,11,47,10,2,,,,56,14
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM LABORATÓRIO DE PRÓTESE DENTÁRIA,D,D14,D1401,,,,,,,,,1,2,10,1,,2,,,3,13,,,,,,,,,,1,9,2,1,1,,,2,12
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM MECÂNICA,B,B03,B0306,,,,9,14,10,6,,,6,43,24,47,14,39,,129,5,,,,,,,,,,,10,6,6,4,,,26,
23012579,2002,351506230607,São Paulo,SP,MOGI DAS CRUZES,Particular,Urbana,Ativo,TÉCNICO EM QUÍMICA,B,B05,B0502,,,4,11,16,18,8,,1,8,55,13,15,4,50,7,81,15,,,,,,,,,,,5,2,1,1,,,8,1
23007664,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,ADMINISTRACAO,D,D13,D1301,,,,,,,,,,15,1,2,1,,,,8,11,,,,,,,,,,7,7,4,,,,,4,14
23007664,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,5,2,,,,,2,7,,,,,,,,,,,,,,,,,,
23007664,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,ELETRONICA,B,B03,B0307,,,,,,,,,,1,18,2,2,,,,23,,,,,,,,,,,,,,,,,,,
23007664,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,INFORMATICA,D,D12,D1201,,,,,,,,,,4,4,,1,,,,7,2,,,,,,,,,,,,,,,,,,
23007664,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,PUBLICIDADE,D,D15,D1503,,,,,,,,,5,,1,,,,,,1,5,,,,,,,,,,,,,,,,,,
23007664,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,TELECOMUNICACOES,D,D11,D1101,,,,,,,,,1,7,7,1,4,,,,18,2,,,,,,,,,,,,,,,,,,
23009306,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,AUXILIAR TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,3,3,7,2,1,,,3,13,,,,,,,,,,12,21,12,6,3,,,10,44
23009306,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,3,24,28,56,18,,,15,114,,,,,,,,,,10,27,12,20,4,,,9,64
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,ADMINISTRACAO,D,D13,D1301,,,,,,,,,5,6,29,4,6,,,,17,33,,,,,,,,,1,8,14,5,5,,,,13,20
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,,,,,,,,,3,6,1,,,,,2,8,,,,,,,,,,1,5,1,4,,,,2,9
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,ELETRONICA,B,B03,B0307,,,,,,,,,3,13,35,11,15,,,,75,2,,,,,,,,,,,10,14,15,3,,,42,
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,INFORMATICA,D,D12,D1201,,,,,,,,,5,25,28,4,2,,,,45,19,,,,,,,,,,4,20,5,,1,,,15,15
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,MEIO AMBIENTE,D,D19,D1901,,,,,,,,,,1,11,5,19,14,,,46,4,,,,,,,,,,,3,1,1,5,,,8,2
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,PATOLOGIA CLINICA,D,D14,D1401,,,,,,,,,5,22,45,16,15,2,,,15,90,,,,,,,,,1,5,11,5,9,10,,,8,33
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,QUIMICA,B,B05,B0502,,,,,,,,,4,7,20,2,7,,,,32,8,,,,,,,,,,2,3,5,9,,,,15,4
23006887,2002,351506129401,São Paulo,SP,MAUA,Particular,Urbana,Ativo,TURISMO,D,D09,D0902,,,,,,,,,1,7,5,,,,,,5,8,,,,,,,,,1,6,5,,,,,,4,8
23007470,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECN1CO EM TELECOMUNICAÇÕES,D,D11,D1101,,,,,,,,,4,9,24,9,2,1,,,48,1,,,,,,,,,,2,37,24,13,3,,,67,12
23007470,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,,1,,,4,15
23007470,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,5,20,6,5,3,,,19,20,,,,,,,,,,,12,3,4,,,,8,11
23007470,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,27,3,2,2,,,,2,12,20,7,5,1,22,12,30,17,,,,,,,,,,1,12,3,,,,,13,3
23007470,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM TURISMO,D,D09,D0902,,,,,,,,,,,,,,,,,,,,,11,,,,,,,9,,,,,6,5,5,4
23006889,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,PATOLOGIA CLINICA,D,D14,D1401,,25,5,3,,,,,,,,,,,7,26,,,,,17,1,,,,,,,,,,,3,15,,
23006889,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TRADUTOR E INTERPRETE,D,D15,D1502,,27,9,,,,,,,,,,,,11,25,,,,,22,1,,,,,,,,,,,2,21,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,1,,15,9,,,,,,7,18,,,,,,,,,1,7,,17,4,,,,5,24
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,2,3,8,2,3,2,,,9,11,,,,,,,,,,,,,,,,,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM ELETRONICA,B,B03,B0307,,,,,,,,,,9,19,3,,,,,31,,,,,,,,,,,,,,,,,,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,,,,,,,,1,16,17,6,2,,,,30,12,,,,,,,,,,,,,,,,,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM PATOLOGIA CLINICA,D,D14,D1401,,,,,,,,,2,13,19,4,,1,,,8,31,,,,,,,,,,,,,,,,,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM PUBLICIDADE,D,D15,D1503,,,,,,,,,,8,3,,,,,,6,5,,,,,,,,,,,,,,,,,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM QUIMICA,B,B05,B0502,,,,,,,,,,10,14,8,3,,,,22,13,,,,,,,,,,,,,,,,,,
23006017,2002,351506147809,São Paulo,SP,SANTO ANDRE,Particular,Urbana,Ativo,TECNICO EM TELECOMUNICAÇÕES,D,D11,D1101,,,,,,,,,,1,7,2,1,,,,11,,,,,,,,,,,,,,,,,,,
23010815,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,EDUCAÇÃO PROFISSIONAL TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,1,17,48,5,2,,,,27,46,,,,,,,,,,,36,10,3,1,,,14,36
23010815,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,EDUCAÇÃO PROFISSIONAL TÉCNICO EM CONTABILIDADE,C,C08,C0802,,,,,,,,,1,9,18,6,3,,,,13,24,,,,,,,,,,,3,12,3,1,,,7,12
23010815,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,EDUCAÇÃO PROFISSIONAL TÉCNICO EM ELETRÔNICA,B,B03,B0307,,,,,,,,,2,4,13,6,10,2,,,36,1,,,,,,,,,,,17,29,29,2,,,71,6
23010815,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,EDUCAÇÃO PROFISSIONAL TÉCNICO EM INFORMÁTICA,D,D12,D1201,,,,,,,,,1,10,12,1,2,,,,20,6,,,,,,,,,,,7,27,2,1,,,29,8
23010815,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,EDUCAÇÃO PROFISSIONAL TÉCNICO EM QUÍMICA,B,B05,B0502,,,,,,,,,,4,23,14,19,6,,,51,15,,,,,,,,,,,1,31,14,7,,,47,6
